TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
5737,3205,2532,747,738,4347,4019,0,63,594,197,197,83,864,399,551,612,807,80,22,3949,5397,83,190,111635,83,818,92,548,2399,1128,5502,793,"Census Tract 98.04, San Diego County, California",6,73,9804
4642,2691,1951,183,150,4082,3543,21,15,677,98,98,51,773,378,666,439,781,91,46,3442,4336,14,141,102917,60,426,31,446,2113,1425,4465,465,"Census Tract 98.05, San Diego County, California",6,73,9805
882,25,857,43,43,568,502,0,0,188,137,137,106,56,8,43,72,118,0,0,297,882,0,0,-666666666,0,33,851,0,199,0,0,0,"Census Tract 99.01, San Diego County, California",6,73,9901
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,"Census Tract 99.02, San Diego County, California",6,73,9902
4927,2348,2579,559,539,3800,797,0,51,3296,173,173,167,532,301,157,610,751,471,193,3347,4568,89,172,76096,189,1592,43,528,2094,523,4665,446,"Census Tract 100.01, San Diego County, California",6,73,10001
6134,2934,3200,950,918,3352,510,26,478,3754,123,134,506,539,401,130,1566,899,229,516,4538,5831,52,410,82757,183,1786,38,602,2535,646,5813,609,"Census Tract 100.03, San Diego County, California",6,73,10003
5562,2833,2729,583,530,3901,246,0,45,4676,27,44,618,242,538,105,898,639,397,210,3576,5234,145,567,72321,237,1694,0,435,2321,314,5015,761,"Census Tract 100.04, San Diego County, California",6,73,10004
7717,4450,3267,162,162,5384,186,9,0,7348,15,16,1053,393,327,173,971,1064,760,763,4912,6881,652,2528,26685,301,3308,0,860,2610,539,7123,1125,"Census Tract 100.05, San Diego County, California",6,73,10005
6514,3268,3246,223,223,4745,78,20,0,6056,157,157,1059,317,439,85,817,1037,670,443,4178,5933,244,905,50809,224,2731,0,888,2690,751,5775,478,"Census Tract 100.09, San Diego County, California",6,73,10009
5242,2651,2591,463,463,3530,442,170,118,4096,94,110,561,380,247,97,876,639,607,351,3545,5034,107,843,45084,186,2053,11,623,1965,415,4688,744,"Census Tract 100.10, San Diego County, California",6,73,10010
4459,1990,2469,550,507,2045,394,13,0,3157,313,389,560,258,200,47,736,651,222,141,2815,4193,142,304,81466,145,1895,21,526,1813,350,4220,608,"Census Tract 100.11, San Diego County, California",6,73,10011
5351,2739,2612,79,79,3791,60,9,0,5067,22,22,668,269,192,91,712,573,600,570,3255,4887,245,712,57167,297,2687,0,689,2113,394,4234,625,"Census Tract 100.12, San Diego County, California",6,73,10012
5863,2750,3113,0,0,4306,104,0,25,5722,37,37,910,169,192,42,676,378,928,803,3513,5559,289,1053,56894,343,2928,0,911,2215,308,4964,601,"Census Tract 100.13, San Diego County, California",6,73,10013
4082,1895,2187,371,331,2377,294,0,0,3262,188,219,420,474,209,138,560,371,245,155,2439,3828,123,206,111838,185,1599,94,528,1661,428,3579,363,"Census Tract 100.15, San Diego County, California",6,73,10015
4077,5,4072,108,108,2361,1378,71,26,1154,1340,1348,18,159,130,35,893,703,1077,248,3948,4077,0,0,-666666666,0,396,0,0,767,0,0,0,"Census Tract 100.16, San Diego County, California",6,73,10016
6104,3419,2685,1405,1405,2964,736,0,0,2883,196,196,1264,1031,377,122,1361,1082,179,165,4544,5894,133,260,113125,143,1808,80,521,2738,949,5677,886,"Census Tract 100.17, San Diego County, California",6,73,10017
6473,3581,2892,1117,1076,3306,596,0,205,3786,713,713,616,972,478,264,486,1189,262,131,3913,5851,28,198,86122,290,1907,425,833,3042,1240,5242,273,"Census Tract 100.18, San Diego County, California",6,73,10018
3180,1295,1885,656,656,1871,697,0,0,1782,34,138,192,485,199,147,302,515,105,81,1904,2778,54,0,103094,99,822,166,534,1412,645,2885,44,"Census Tract 100.19, San Diego County, California",6,73,10019
7227,3561,3666,193,193,4714,989,18,1,5445,382,382,954,418,460,68,1157,1046,626,435,4589,6705,361,1535,44559,318,2486,118,760,3041,562,6547,846,"Census Tract 101.03, San Diego County, California",6,73,10103
3659,1624,2035,407,400,2202,1009,32,0,1688,328,328,382,341,300,41,612,625,236,138,2494,3575,180,392,74323,93,809,106,419,1377,565,3368,540,"Census Tract 101.04, San Diego County, California",6,73,10104
5092,2656,2436,290,250,3524,502,54,0,4254,27,27,799,272,161,30,672,587,521,559,3124,4793,421,805,51765,304,2075,11,724,1943,292,4678,680,"Census Tract 101.06, San Diego County, California",6,73,10106
6709,2941,3768,788,783,5040,893,17,0,4739,217,264,494,660,335,70,819,1029,735,446,4497,6382,100,297,69401,205,2516,118,678,2879,823,5483,603,"Census Tract 101.07, San Diego County, California",6,73,10107
5304,2547,2757,213,213,3384,615,0,0,4119,175,226,812,457,298,1,806,946,309,361,3438,5144,147,198,85171,425,1654,76,597,2229,564,4502,582,"Census Tract 101.09, San Diego County, California",6,73,10109
7567,4248,3319,766,766,4005,928,0,269,4816,99,99,941,526,548,91,1357,1179,568,223,4862,6934,491,1366,56537,261,2337,169,878,2534,684,6964,756,"Census Tract 101.10, San Diego County, California",6,73,10110
3724,2170,1554,40,40,2844,206,0,0,3346,94,94,159,201,117,5,542,443,492,250,2360,3446,138,758,49217,160,1713,0,450,1363,210,3300,296,"Census Tract 101.11, San Diego County, California",6,73,10111
5633,2979,2654,195,161,3912,442,0,0,4706,239,496,409,231,203,11,857,955,477,276,3245,5359,369,1438,48644,315,1872,66,842,2024,327,4676,588,"Census Tract 101.12, San Diego County, California",6,73,10112
3358,1536,1822,309,245,2648,1665,15,0,1303,130,162,151,485,199,233,196,463,22,0,1832,3232,6,969,75322,80,393,33,241,992,528,2908,350,"Census Tract 102.01, San Diego County, California",6,73,10201
4221,2291,1930,227,203,2862,1754,52,0,1727,409,409,33,682,169,292,763,573,14,127,2757,3978,164,279,80969,118,356,114,523,1083,1214,3554,417,"Census Tract 102.02, San Diego County, California",6,73,10202
4526,2134,2392,507,501,2753,1622,77,7,2184,30,48,252,362,241,221,706,723,315,9,2765,4136,320,963,64063,187,944,128,544,1582,505,4066,346,"Census Tract 103, San Diego County, California",6,73,10300
2600,1255,1345,17,17,1942,762,6,0,1658,46,46,265,177,171,48,645,403,130,82,1785,2462,189,484,52926,100,412,111,287,792,315,2244,310,"Census Tract 104.01, San Diego County, California",6,73,10401
5676,2672,3004,467,451,3627,1125,103,0,3379,452,452,494,502,293,118,842,783,456,231,3547,5175,175,945,45901,294,1587,161,740,2038,599,4741,465,"Census Tract 104.02, San Diego County, California",6,73,10402
1490,639,851,59,59,1159,758,6,0,628,0,0,150,224,110,88,234,234,36,80,1151,1428,38,113,86625,80,367,45,167,585,224,1279,199,"Census Tract 105.01, San Diego County, California",6,73,10501
5463,2667,2796,360,253,3334,1179,42,0,3197,423,547,383,331,360,22,1032,1199,350,192,3693,5002,251,739,56587,230,939,30,758,1511,576,4675,706,"Census Tract 105.02, San Diego County, California",6,73,10502
2470,1233,1237,104,64,2046,1674,26,0,568,101,101,56,717,63,417,133,253,31,0,1923,2455,0,139,152125,24,363,109,241,1637,690,2289,198,"Census Tract 106.01, San Diego County, California",6,73,10601
2830,1599,1231,94,86,2562,2251,31,0,414,0,0,28,744,221,356,146,319,0,0,2072,2757,53,254,106250,31,358,30,355,1544,843,2778,189,"Census Tract 108, San Diego County, California",6,73,10800
2293,1080,1213,26,26,2077,1847,22,0,232,73,73,0,526,42,485,50,194,11,0,1619,2161,6,63,130656,48,137,111,260,1256,631,2101,235,"Census Tract 109, San Diego County, California",6,73,10900
3677,1835,1842,152,152,3469,3005,0,0,494,3,3,26,1080,188,467,286,471,112,24,2923,3515,31,160,101957,56,505,181,346,1676,1212,3269,200,"Census Tract 110, San Diego County, California",6,73,11000
4730,2341,2389,79,79,4184,3805,28,0,467,13,13,39,894,366,909,151,403,73,24,3182,4564,37,257,101048,136,233,217,577,2221,984,4365,704,"Census Tract 111, San Diego County, California",6,73,11100
2697,260,2437,129,129,1591,1291,97,9,726,478,567,158,275,256,33,28,311,7,0,995,2681,5,26,136250,0,136,2452,25,1135,121,109,8,"Census Tract 113, San Diego County, California",6,73,11300
5285,2753,2532,283,283,3854,239,7,12,4557,65,70,651,346,234,26,605,702,626,486,3192,4911,381,1274,41708,148,2043,8,718,1806,547,4576,402,"Census Tract 116.01, San Diego County, California",6,73,11601
4028,1993,2035,192,192,3118,802,9,0,2788,234,274,289,285,114,13,917,468,294,307,2537,3589,232,568,48706,46,1094,8,635,1549,158,3658,173,"Census Tract 116.02, San Diego County, California",6,73,11602
5998,3137,2861,1414,1414,3346,741,41,0,3431,293,293,369,550,405,133,852,836,418,534,4467,5694,589,1063,33317,109,2431,115,697,1961,567,5273,1340,"Census Tract 117, San Diego County, California",6,73,11700
3716,1953,1763,418,418,2608,284,21,34,2812,105,105,79,193,155,33,761,415,183,442,2441,3519,234,942,37039,212,1591,100,389,1459,235,2745,417,"Census Tract 118.01, San Diego County, California",6,73,11801
7749,3977,3772,1272,1272,4389,347,0,16,5915,99,99,974,328,406,178,1175,734,843,541,4578,7348,284,1234,50428,293,3541,24,1147,2638,514,6475,661,"Census Tract 118.02, San Diego County, California",6,73,11802
5960,3348,2612,1248,1248,3594,969,10,152,3018,468,566,154,427,423,222,1010,1079,395,544,4347,5781,205,339,58832,59,2263,34,489,2431,653,5301,1069,"Census Tract 119.02, San Diego County, California",6,73,11902
3557,1998,1559,1373,1373,1149,218,0,0,1558,196,215,161,331,132,118,407,568,286,308,2337,3420,516,1009,26795,332,1700,0,392,1055,305,3279,537,"Census Tract 120.02, San Diego County, California",6,73,12002
3072,1607,1465,955,936,1516,271,19,3,1756,29,35,184,475,118,70,407,548,148,256,2203,2917,98,329,68864,177,1362,27,378,1517,231,2757,422,"Census Tract 120.03, San Diego County, California",6,73,12003
2281,1309,972,213,213,1332,245,4,56,1722,14,14,358,127,152,43,320,660,244,196,1834,2202,73,281,68333,98,911,0,134,958,220,1942,230,"Census Tract 121.01, San Diego County, California",6,73,12101
3096,1686,1410,386,366,2090,250,11,0,2290,116,116,295,198,165,66,704,534,225,178,2176,2954,122,488,52188,87,1171,0,323,1366,360,2715,377,"Census Tract 121.02, San Diego County, California",6,73,12102
3671,1864,1807,241,241,2388,451,37,0,2800,48,76,578,171,146,65,692,704,304,138,2407,3521,147,552,49559,271,992,65,394,1147,310,3153,417,"Census Tract 122, San Diego County, California",6,73,12200
1582,943,639,104,93,1256,331,0,0,1109,49,49,94,127,116,42,159,316,179,107,1132,1425,116,393,30286,52,523,31,188,447,215,1310,264,"Census Tract 123.02, San Diego County, California",6,73,12302
3134,1571,1563,110,110,2409,1078,7,31,1739,81,81,251,370,256,107,324,718,171,134,2300,3014,106,446,68895,227,822,34,302,1089,470,2832,445,"Census Tract 123.03, San Diego County, California",6,73,12303
3969,1836,2133,340,340,2921,1545,19,0,1940,66,139,414,407,132,300,526,707,279,102,2570,3701,81,361,78333,158,824,52,507,1698,714,3436,368,"Census Tract 123.04, San Diego County, California",6,73,12304
3039,1388,1651,197,197,2144,520,10,0,2087,102,120,177,319,110,90,380,426,346,170,2118,2881,196,538,55227,124,962,27,300,958,304,2489,337,"Census Tract 124.01, San Diego County, California",6,73,12401
5544,2717,2827,237,181,4099,731,33,0,4329,221,230,509,463,371,107,983,820,311,364,3766,5271,278,660,51890,178,1538,67,682,1989,642,4780,606,"Census Tract 124.02, San Diego County, California",6,73,12402
3557,1841,1716,154,154,2597,392,15,97,2804,85,104,286,96,198,90,472,420,472,360,2308,3363,312,978,35380,322,1532,24,487,1011,200,3164,430,"Census Tract 125.01, San Diego County, California",6,73,12501
4460,2258,2202,316,304,2736,443,0,0,3527,133,281,463,494,212,28,641,575,380,290,2785,3973,290,841,45860,259,1507,31,620,1679,231,4110,472,"Census Tract 125.02, San Diego County, California",6,73,12502
4646,2420,2226,202,202,3135,432,0,30,3808,156,175,873,257,183,92,501,756,548,409,3106,4405,298,1053,56164,416,1796,9,598,1853,456,4029,565,"Census Tract 126, San Diego County, California",6,73,12600
4514,2542,1972,195,175,2906,730,22,34,3220,312,312,406,357,253,33,732,826,314,232,2931,4230,277,678,52120,222,1370,10,488,1585,411,4196,658,"Census Tract 127, San Diego County, California",6,73,12700
4124,1970,2154,126,126,2909,856,7,18,2995,12,12,504,508,180,149,568,605,382,285,2873,3945,78,370,67005,245,1032,25,464,1639,632,3672,438,"Census Tract 128, San Diego County, California",6,73,12800
3461,1818,1643,111,73,2623,1187,0,0,1965,106,106,210,452,155,176,441,674,228,0,2287,3300,84,110,87143,71,748,0,464,1283,677,3119,325,"Census Tract 129, San Diego County, California",6,73,12900
5698,2993,2705,167,167,3897,1353,6,64,3684,338,352,503,409,439,88,1131,841,742,216,4092,5275,129,601,67900,290,1480,31,731,1980,736,4895,655,"Census Tract 130, San Diego County, California",6,73,13000
6480,3461,3019,337,337,4268,529,0,0,4820,763,763,786,336,121,46,1208,1185,945,164,4178,6037,315,924,55848,649,2280,82,781,2065,669,5429,517,"Census Tract 131.02, San Diego County, California",6,73,13102
2443,1223,1220,151,151,1396,256,36,0,1829,127,143,297,198,130,31,491,309,201,234,1641,2308,111,331,59792,152,646,26,273,920,303,2211,169,"Census Tract 131.03, San Diego County, California",6,73,13103
6288,3131,3157,36,36,4491,556,5,16,5285,237,237,405,319,282,92,879,939,1008,382,4120,5676,252,599,52583,656,2488,0,733,2396,568,5487,733,"Census Tract 131.04, San Diego County, California",6,73,13104
5717,2796,2921,351,330,4133,390,75,69,4841,49,94,317,402,85,78,693,702,592,724,3754,5456,427,822,41509,417,2619,34,690,2220,554,5062,516,"Census Tract 132.03, San Diego County, California",6,73,13203
4297,2135,2162,191,191,2478,353,0,0,3681,13,13,869,199,96,74,697,649,563,254,2860,4038,312,415,48929,408,1750,10,514,1505,319,3767,699,"Census Tract 132.04, San Diego County, California",6,73,13204
2403,1121,1282,131,52,1540,114,20,3,2177,31,31,318,102,56,23,329,368,386,115,1492,2268,177,643,46250,305,940,0,359,830,145,2074,190,"Census Tract 132.05, San Diego County, California",6,73,13205
6752,3596,3156,246,219,4180,681,34,162,5334,439,465,964,446,188,129,984,986,998,512,4790,6456,387,1264,50306,598,2915,14,847,3103,522,6209,1122,"Census Tract 132.06, San Diego County, California",6,73,13206
4865,2284,2581,304,283,3614,1437,98,155,2804,115,123,242,563,238,270,803,644,415,77,3558,4647,158,327,89349,241,1256,45,422,1997,804,4421,578,"Census Tract 133.01, San Diego County, California",6,73,13301
6734,3862,2872,145,124,5179,901,10,0,5591,70,106,1078,413,456,187,1010,1087,375,244,3978,6092,192,350,69545,169,1331,10,702,2499,473,6091,395,"Census Tract 133.02, San Diego County, California",6,73,13302
4953,2644,2309,308,296,2998,745,24,108,3717,70,84,295,230,190,112,1042,736,453,263,3366,4701,208,527,59583,156,1307,12,635,2095,522,4347,642,"Census Tract 133.03, San Diego County, California",6,73,13303
4425,2482,1943,338,338,2198,398,47,62,3238,293,348,1165,343,227,137,736,630,322,208,2796,4105,168,639,85625,284,1273,7,536,1740,530,3948,402,"Census Tract 133.06, San Diego County, California",6,73,13306
5396,2835,2561,660,515,3156,442,4,0,4280,66,75,382,310,295,140,744,939,304,364,3491,4922,142,1041,80352,497,1830,0,701,2225,500,4711,576,"Census Tract 133.07, San Diego County, California",6,73,13307
3938,2084,1854,433,243,1987,235,0,0,3287,165,227,549,142,243,132,759,580,274,170,2540,3728,138,443,67218,268,1517,22,499,1380,397,3612,235,"Census Tract 133.08, San Diego County, California",6,73,13308
6977,3782,3195,652,615,4038,1280,23,0,4420,408,443,994,1060,565,315,921,1316,471,100,5045,6649,83,304,107885,301,2050,32,670,3547,1127,6432,908,"Census Tract 133.09, San Diego County, California",6,73,13309
2779,1477,1302,222,215,1454,304,36,0,2050,149,197,511,186,197,88,421,432,234,146,1859,2674,106,143,74464,136,1014,0,392,1114,324,2630,360,"Census Tract 133.12, San Diego County, California",6,73,13312
3975,2154,1821,1012,921,2093,857,0,0,1829,192,418,52,651,348,407,435,448,53,0,2549,3655,64,84,112625,75,943,100,738,2025,908,3631,320,"Census Tract 133.15, San Diego County, California",6,73,13315
7332,3596,3736,1918,1903,3816,1549,58,54,2970,414,450,282,1514,562,538,453,959,184,133,4449,6937,118,301,116000,217,2256,203,1277,3429,1948,6979,559,"Census Tract 133.16, San Diego County, California",6,73,13316
13069,6372,6697,4428,4379,4932,1490,0,50,5937,732,777,1445,1901,1138,898,1036,1872,558,245,8283,12092,94,868,126643,652,4236,328,1754,6124,2584,12065,799,"Census Tract 133.17, San Diego County, California",6,73,13317
7326,3668,3658,1736,1704,3807,1694,0,0,3292,467,467,250,1411,347,343,551,1241,46,65,4497,7004,38,316,133308,174,1871,66,1151,2672,1632,6729,205,"Census Tract 133.18, San Diego County, California",6,73,13318
6717,3022,3695,1140,1042,3659,1215,0,0,3781,247,247,466,1354,518,364,608,685,128,33,4102,6257,129,132,128435,122,1546,183,967,3085,1641,6037,509,"Census Tract 133.19, San Diego County, California",6,73,13319
7304,3761,3543,2089,2089,3118,803,0,0,3185,632,689,616,1371,553,324,381,1476,90,30,4225,6524,112,563,131031,254,1602,462,1068,2829,1623,6298,532,"Census Tract 133.20, San Diego County, California",6,73,13320
8786,4243,4543,2692,2572,3928,1488,179,67,3992,44,44,763,1503,721,552,757,1213,97,108,5200,8068,128,1164,125169,342,2637,340,1427,3978,1710,8336,810,"Census Tract 133.21, San Diego County, California",6,73,13321
5071,2527,2544,1687,1687,2744,402,0,0,2654,59,107,216,1315,658,96,112,174,0,354,2866,4879,50,200,-666666666,124,1987,0,891,2096,899,4695,774,"Census Tract 133.22, San Diego County, California",6,73,13322
6469,3079,3390,875,875,3350,666,0,0,4076,752,752,1043,1150,291,558,923,1194,10,79,4626,6137,108,131,129861,257,2012,320,760,3906,1756,5849,300,"Census Tract 133.23, San Diego County, California",6,73,13323
2306,1049,1257,179,179,1234,73,0,0,1357,375,432,28,721,73,167,0,149,0,0,1110,2159,0,0,91993,86,882,194,327,1068,619,2056,174,"Census Tract 133.24, San Diego County, California",6,73,13324
5547,3195,2352,1040,965,2957,228,439,0,3666,516,516,529,377,411,699,1002,416,95,0,3643,5252,126,642,73197,241,1691,0,814,2075,990,5157,93,"Census Tract 133.25, San Diego County, California",6,73,13325
4657,2009,2648,2137,2137,1220,703,0,0,1817,0,0,435,1071,400,233,176,1125,0,99,3194,4265,0,33,175982,289,1656,68,569,2068,1395,4521,441,"Census Tract 133.26, San Diego County, California",6,73,13326
5879,2968,2911,2868,2868,1724,1319,3,0,1128,561,828,442,1479,612,265,661,944,194,21,4376,5462,51,1305,119844,68,2112,0,747,2853,1611,5366,489,"Census Tract 133.27, San Diego County, California",6,73,13327
4096,2159,1937,155,147,3346,1488,53,0,2453,0,11,251,417,336,270,580,767,219,64,2901,3711,111,652,78603,149,783,61,359,1876,763,3919,435,"Census Tract 134.01, San Diego County, California",6,73,13401
5677,2673,3004,721,593,3630,1709,0,8,2811,246,265,411,756,470,323,645,1027,302,68,3886,5373,76,274,78534,213,1180,58,676,2639,912,4978,490,"Census Tract 134.09, San Diego County, California",6,73,13409
4877,2539,2338,762,755,3034,1712,20,13,2066,138,138,505,1080,276,522,596,793,79,39,3702,4772,48,284,103287,117,1244,23,459,2543,1273,4579,504,"Census Tract 134.11, San Diego County, California",6,73,13411
4657,2262,2395,633,583,3036,1414,0,0,2232,156,158,476,790,422,329,473,896,122,61,3416,4424,117,232,104625,220,1321,47,522,2000,979,4183,580,"Census Tract 134.12, San Diego County, California",6,73,13412
8062,3854,4208,1361,1361,4749,2133,38,38,4126,204,302,70,1414,718,355,669,1294,694,97,5868,7635,94,411,121091,298,2623,0,852,3724,2413,7807,731,"Census Tract 134.14, San Diego County, California",6,73,13414
1244,663,581,207,140,747,323,0,0,708,36,36,110,300,64,94,74,259,26,46,917,1219,16,33,100179,35,345,27,102,599,330,1173,131,"Census Tract 134.15, San Diego County, California",6,73,13415
4033,2197,1836,665,628,2273,1208,30,0,1766,246,246,375,588,562,183,492,727,73,56,2862,3868,20,209,103103,41,859,196,512,1905,727,3704,601,"Census Tract 134.16, San Diego County, California",6,73,13416
2126,1087,1039,411,373,1219,611,7,0,941,86,86,75,462,206,167,222,229,66,34,1495,2060,26,81,129344,56,602,0,215,1087,492,1994,258,"Census Tract 134.17, San Diego County, California",6,73,13417
6242,2945,3297,698,675,3547,954,12,15,4019,398,398,973,671,554,264,854,1289,367,179,4436,5917,130,147,86818,342,1509,49,770,2273,1180,5690,711,"Census Tract 134.18, San Diego County, California",6,73,13418
3089,1667,1422,908,908,1186,696,0,8,1100,123,123,455,412,205,179,128,677,109,110,2026,2919,25,332,99922,103,914,80,343,1376,565,2941,291,"Census Tract 134.20, San Diego County, California",6,73,13420
4081,2302,1779,1165,1140,2017,873,0,8,1613,204,204,188,790,309,206,275,669,97,49,2628,3775,80,597,102266,111,1175,14,521,1795,741,3931,444,"Census Tract 134.21, San Diego County, California",6,73,13421
3701,1902,1799,410,410,2620,1349,0,0,1831,0,0,56,700,319,566,220,485,111,0,2710,3391,0,183,120938,220,925,15,382,1610,978,3426,220,"Census Tract 134.22, San Diego County, California",6,73,13422
3169,1698,1471,654,632,1565,322,51,0,1586,365,365,18,406,474,287,144,490,53,164,2175,2942,53,232,74438,13,735,33,418,1384,892,3021,100,"Census Tract 134.23, San Diego County, California",6,73,13423
6659,3038,3621,860,860,3523,1095,0,56,4194,118,138,989,957,327,314,963,875,169,97,4390,5820,35,244,121102,454,1153,179,1118,2991,1306,6159,542,"Census Tract 134.24, San Diego County, California",6,73,13424
2021,947,1074,254,213,1061,456,0,86,919,199,199,182,420,67,275,124,265,0,0,1299,2021,0,0,152604,88,243,40,260,969,545,1777,95,"Census Tract 134.25, San Diego County, California",6,73,13425
6210,2985,3225,271,199,3978,2581,69,0,2299,848,926,544,616,654,145,828,1046,180,50,3922,5622,274,805,73938,231,795,106,879,2373,1124,5718,593,"Census Tract 135.03, San Diego County, California",6,73,13503
3891,2087,1804,534,510,1964,1342,26,9,1112,409,458,138,731,431,298,211,812,104,11,2746,3818,116,283,106094,157,694,24,400,1706,962,3696,425,"Census Tract 135.04, San Diego County, California",6,73,13504
6377,3075,3302,367,367,3244,2486,34,70,1639,1219,1219,410,884,454,374,805,1335,209,22,4430,5891,202,812,85675,418,969,69,719,2099,959,5860,710,"Census Tract 135.05, San Diego County, California",6,73,13505
3852,1871,1981,255,255,2982,1793,2,15,1496,208,265,224,337,364,146,598,583,204,57,2641,3592,115,492,66924,60,1011,23,405,1751,414,3506,250,"Census Tract 135.06, San Diego County, California",6,73,13506
5981,3084,2897,233,233,4099,2653,52,67,2343,384,384,661,811,369,517,424,1273,218,70,4016,5325,146,688,87928,313,706,8,818,2519,1232,5574,736,"Census Tract 136.01, San Diego County, California",6,73,13601
5952,2981,2971,258,258,4664,3875,88,24,1148,287,287,19,1138,390,444,503,1266,71,20,4222,5561,80,423,89598,88,1133,52,666,2779,1224,5751,643,"Census Tract 136.04, San Diego County, California",6,73,13604
6189,3466,2723,193,141,5589,4976,0,13,921,37,37,71,1457,501,1010,426,864,5,81,4631,5871,107,367,138798,201,929,18,709,3317,1454,6152,470,"Census Tract 136.05, San Diego County, California",6,73,13605
2602,1446,1156,147,49,1873,1770,0,0,256,251,269,16,364,131,118,185,428,20,15,1521,2339,209,545,66592,171,288,0,383,853,541,2504,365,"Census Tract 136.07, San Diego County, California",6,73,13607
3935,2359,1576,123,123,3381,2911,32,0,622,72,72,77,538,470,186,386,636,93,22,2713,3767,185,199,80313,54,786,38,546,1713,707,3646,596,"Census Tract 136.08, San Diego County, California",6,73,13608
2403,1247,1156,75,75,2040,1668,6,0,422,179,179,35,501,224,187,278,436,31,27,1805,2342,44,165,97917,43,292,0,207,1117,583,2351,338,"Census Tract 137.01, San Diego County, California",6,73,13701
5310,2505,2805,260,260,3145,1772,14,40,2264,674,674,747,583,391,158,596,1140,238,97,3441,4943,162,434,70246,255,1095,0,669,2088,873,4862,423,"Census Tract 137.02, San Diego County, California",6,73,13702
5172,2977,2195,419,377,3382,1887,160,0,2066,668,673,347,739,421,242,736,753,295,48,3390,4861,277,786,73363,119,1288,13,558,1758,722,4660,626,"Census Tract 138.01, San Diego County, California",6,73,13801
3277,1757,1520,91,85,1560,589,3,0,1831,630,630,700,231,243,35,502,476,137,150,1934,2988,185,411,55707,50,680,58,508,1160,253,2676,382,"Census Tract 138.02, San Diego County, California",6,73,13802
3878,1975,1903,618,618,2391,1262,16,0,1574,264,264,345,535,395,121,356,701,197,142,2706,3607,31,169,85050,185,900,9,391,1660,479,3553,583,"Census Tract 139.03, San Diego County, California",6,73,13903
4171,2051,2120,340,340,2252,1358,5,17,1687,600,606,117,588,321,427,562,721,35,15,2762,3775,83,216,92232,90,620,72,520,2041,829,3867,472,"Census Tract 139.05, San Diego County, California",6,73,13905
5137,2485,2652,628,617,2678,1888,56,0,1451,751,759,453,678,317,237,925,948,179,97,3598,4639,359,988,52175,156,850,131,550,1681,750,4643,709,"Census Tract 139.06, San Diego County, California",6,73,13906
3923,2004,1919,383,383,2344,677,27,0,2353,506,506,544,279,202,89,326,548,381,164,2337,3641,390,777,49205,201,791,100,599,1132,440,3303,518,"Census Tract 139.07, San Diego County, California",6,73,13907
4177,2100,2077,226,189,2453,830,124,78,2468,532,557,472,448,210,89,885,640,151,60,2665,3908,288,557,78245,221,1001,44,471,1316,605,3515,421,"Census Tract 139.08, San Diego County, California",6,73,13908
5619,2552,3067,308,308,3551,1955,0,20,2891,145,158,1034,560,380,55,815,1228,509,161,3922,5327,193,483,81597,58,1129,25,475,2055,644,4787,917,"Census Tract 139.09, San Diego County, California",6,73,13909
4788,2565,2223,368,368,2557,1402,173,146,2214,497,515,373,321,212,165,602,1221,347,226,3367,4467,105,434,66631,289,951,155,701,1982,394,4206,765,"Census Tract 140.01, San Diego County, California",6,73,14001
4618,2415,2203,470,331,2787,1381,9,0,2012,847,847,452,475,301,200,675,813,270,212,3248,4441,239,497,85500,146,736,29,329,1519,567,3972,564,"Census Tract 140.02, San Diego County, California",6,73,14002
3478,1688,1790,186,186,2035,1368,48,0,1253,327,327,323,293,284,85,413,888,160,180,2459,3183,83,370,79792,85,455,89,411,1229,619,3019,494,"Census Tract 141.01, San Diego County, California",6,73,14101
3942,1914,2028,677,564,1599,367,10,0,1771,1034,1034,448,251,272,223,566,652,205,248,2665,3790,176,290,71505,105,940,9,430,1498,532,3516,347,"Census Tract 141.02, San Diego County, California",6,73,14102
6486,2941,3545,711,660,3625,1520,22,0,2870,1108,1139,244,551,387,196,1151,1175,410,217,4346,6051,257,467,90343,342,1139,134,691,2663,807,5933,613,"Census Tract 142, San Diego County, California",6,73,14200
3838,2070,1768,252,244,2154,1106,12,0,2142,263,278,538,212,311,107,517,655,228,172,2386,3682,132,463,72669,108,945,9,454,1450,570,3506,357,"Census Tract 143, San Diego County, California",6,73,14300
4272,2256,2016,10,10,1811,610,0,56,1961,1198,1235,589,235,365,147,484,822,364,248,2801,4032,573,948,30601,170,670,56,596,1102,430,3982,794,"Census Tract 144, San Diego County, California",6,73,14400
3814,2022,1792,177,163,2258,1214,9,5,1727,580,588,194,445,378,183,498,790,83,37,2492,3400,165,523,72862,126,619,54,477,1333,528,3593,358,"Census Tract 145, San Diego County, California",6,73,14500
4383,2276,2107,239,209,2895,2345,0,0,1121,482,482,306,671,210,88,745,1127,134,260,3502,4056,210,512,46142,194,828,35,383,1595,1107,3938,1025,"Census Tract 146.01, San Diego County, California",6,73,14601
