TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
2970,1561,1409,135,117,2666,2295,0,13,498,0,0,26,854,126,490,157,184,0,55,2267,2678,9,68,138750,25,327,8,313,1696,972,2920,364,"Census Tract 1, San Diego County, California",6,73,100
2198,1228,970,151,151,1862,1797,0,0,91,8,8,11,644,66,326,120,206,33,40,1820,2119,33,204,81750,41,220,0,179,820,740,2181,252,"Census Tract 2.01, San Diego County, California",6,73,201
4129,2189,1940,302,302,3506,3099,0,4,594,3,3,92,1309,390,528,315,581,32,19,3513,4070,155,119,81806,110,778,23,347,1481,1526,3894,420,"Census Tract 2.02, San Diego County, California",6,73,202
2258,945,1313,78,78,1955,1504,0,0,534,42,42,38,675,113,375,120,416,35,0,1983,2172,105,341,77047,31,271,32,83,678,1160,2103,146,"Census Tract 3.01, San Diego County, California",6,73,301
2945,1486,1459,116,61,2586,2246,0,7,507,85,163,34,957,126,326,133,538,17,28,2501,2828,82,283,66548,68,217,0,77,401,1109,2565,285,"Census Tract 3.02, San Diego County, California",6,73,302
3922,1843,2079,557,557,2504,1971,11,0,1155,166,166,310,830,145,454,271,939,173,11,3348,3849,92,238,76623,193,683,98,179,1138,1671,3578,300,"Census Tract 4, San Diego County, California",6,73,400
3113,1618,1495,208,198,2435,2234,22,0,592,14,14,135,803,207,365,186,569,60,0,2551,2953,53,258,84414,113,305,17,224,1198,1116,2963,356,"Census Tract 5, San Diego County, California",6,73,500
3288,1319,1969,178,178,2499,2006,0,39,723,149,190,109,977,231,483,263,544,88,40,2876,3208,78,289,83514,72,451,8,184,838,1653,3105,287,"Census Tract 6, San Diego County, California",6,73,600
4322,2062,2260,305,280,3520,3036,0,0,746,89,89,216,1358,190,849,331,619,28,37,3925,4169,53,297,86187,68,579,54,310,1752,1728,4235,357,"Census Tract 7, San Diego County, California",6,73,700
5155,2342,2813,250,237,4271,3613,0,6,1058,186,233,208,1947,382,495,201,793,125,140,4460,4938,74,391,75259,159,541,83,317,1540,2207,4912,481,"Census Tract 8, San Diego County, California",6,73,800
3455,1629,1826,314,296,2567,1536,0,0,1459,139,139,348,1318,145,376,323,590,0,91,3100,3364,66,260,78897,120,744,40,104,1021,1546,3064,96,"Census Tract 9.01, San Diego County, California",6,73,901
2218,1094,1124,207,207,1508,1245,24,0,381,287,287,118,470,131,377,167,345,73,43,1970,2188,100,205,64066,35,750,132,132,615,734,1857,335,"Census Tract 9.02, San Diego County, California",6,73,902
3995,2016,1979,219,219,3109,2032,0,0,1462,135,135,184,1091,211,584,302,815,45,11,3401,3830,40,356,72610,96,490,86,284,959,1797,3707,290,"Census Tract 10, San Diego County, California",6,73,1000
3118,1382,1736,202,202,2203,1811,53,0,577,197,208,123,930,314,327,222,413,10,0,2586,2912,79,129,80233,67,379,70,243,1103,1266,2852,205,"Census Tract 11, San Diego County, California",6,73,1100
2705,1486,1219,239,239,1895,754,17,0,1360,320,320,24,821,294,253,291,322,55,69,2160,2472,109,163,64680,161,740,0,219,655,727,2358,269,"Census Tract 12.01, San Diego County, California",6,73,1201
3334,1517,1817,206,127,2365,1708,34,0,1112,284,284,256,957,192,410,273,550,48,91,2666,3175,179,571,69203,29,363,41,187,697,1224,2899,231,"Census Tract 12.02, San Diego County, California",6,73,1202
2914,1619,1295,268,268,1773,1441,21,192,872,79,79,259,804,127,323,197,424,47,58,2214,2773,13,282,71250,21,314,0,228,777,1390,2549,218,"Census Tract 13.01, San Diego County, California",6,73,1301
3192,1401,1791,248,140,2247,1687,31,0,938,170,170,196,1194,314,229,171,443,93,126,2760,3126,97,152,65383,16,505,30,120,910,1480,2969,212,"Census Tract 13.02, San Diego County, California",6,73,1302
3420,1717,1703,126,126,2974,2738,0,0,358,64,74,94,1146,162,515,165,520,13,13,2772,3210,81,334,78921,136,401,26,158,997,1456,3175,191,"Census Tract 14, San Diego County, California",6,73,1400
3780,1878,1902,185,172,2913,2446,23,0,679,127,146,110,1060,437,579,192,713,91,25,3269,3578,96,162,90338,113,437,74,264,1212,1411,3405,336,"Census Tract 15, San Diego County, California",6,73,1500
5742,2955,2787,422,404,2902,1426,304,28,2852,899,1059,290,933,267,180,550,1008,505,267,4061,5373,264,1310,50441,254,1789,55,524,1581,1114,4690,505,"Census Tract 16, San Diego County, California",6,73,1600
4294,2053,2241,79,79,2918,2056,60,19,1666,277,277,488,872,549,434,455,626,372,66,3514,4102,69,311,71471,215,988,13,344,1207,1663,3460,354,"Census Tract 17, San Diego County, California",6,73,1700
1966,862,1104,45,45,1373,669,5,0,1067,155,155,238,257,62,238,203,383,107,7,1359,1808,88,585,49409,0,270,0,120,472,577,1817,186,"Census Tract 18.01, San Diego County, California",6,73,1801
3340,1755,1585,259,235,1946,1332,73,0,1341,190,190,174,879,272,316,332,794,81,54,2908,3277,139,360,58750,205,582,0,175,930,1277,3064,112,"Census Tract 18.02, San Diego County, California",6,73,1802
3193,1737,1456,220,220,2479,2038,12,12,720,113,113,135,1110,203,401,228,414,9,21,2799,3113,98,229,109453,18,483,0,211,1212,1355,2997,279,"Census Tract 19, San Diego County, California",6,73,1900
3316,1577,1739,133,133,2853,2623,0,11,355,68,68,22,1094,166,508,144,410,21,27,2791,3127,22,59,161719,155,312,30,241,1961,1211,3232,282,"Census Tract 20.01, San Diego County, California",6,73,2001
2546,1142,1404,119,119,2118,1738,14,7,537,93,93,104,739,89,257,117,494,18,40,1993,2317,19,279,137765,79,129,38,213,1212,914,2393,118,"Census Tract 20.02, San Diego County, California",6,73,2002
5506,2825,2681,443,443,3313,2202,121,0,2015,608,608,407,1578,174,563,408,806,216,81,4445,5335,281,578,74042,268,1247,16,403,2120,1810,4842,692,"Census Tract 21, San Diego County, California",6,73,2100
3345,1551,1794,617,617,1199,333,36,0,1740,544,544,530,508,139,53,416,370,250,233,2295,3283,265,854,30841,236,1240,0,442,836,287,2903,316,"Census Tract 22.01, San Diego County, California",6,73,2201
5447,2706,2741,812,812,2627,401,10,0,3858,264,319,1302,418,211,67,551,596,748,498,3309,4962,302,1423,43423,149,2272,0,707,1620,550,4332,741,"Census Tract 22.02, San Diego County, California",6,73,2202
3258,1572,1686,375,375,1869,827,23,33,1415,534,550,265,383,283,380,249,399,211,137,2330,3054,283,656,55019,88,999,23,392,956,712,2748,182,"Census Tract 23.01, San Diego County, California",6,73,2301
7579,4292,3287,2167,2167,3057,626,79,0,4274,473,571,1453,210,710,81,1108,661,994,782,4824,6982,564,1928,34160,335,3490,0,875,2082,932,5760,836,"Census Tract 23.02, San Diego County, California",6,73,2302
4880,2222,2658,477,477,3336,1358,13,0,2700,177,186,537,566,210,394,417,634,376,310,3277,4592,312,1183,54092,160,1864,0,695,1502,809,4017,534,"Census Tract 24.01, San Diego County, California",6,73,2401
4735,2160,2575,845,837,2003,223,0,0,3048,618,625,947,188,175,47,411,583,397,852,3131,4498,359,1187,42774,234,2527,0,638,1638,244,3717,756,"Census Tract 24.02, San Diego County, California",6,73,2402
4967,2329,2638,673,620,2388,708,40,20,2930,631,772,849,462,246,139,723,646,455,327,3287,4700,381,1237,51161,344,1493,35,495,1545,528,4008,447,"Census Tract 25.01, San Diego County, California",6,73,2501
7222,3782,3440,653,653,3990,2090,149,19,3347,650,669,606,902,239,409,749,1101,486,367,4768,6855,361,2016,63963,437,2029,29,735,2189,1168,5951,1022,"Census Tract 25.02, San Diego County, California",6,73,2502
5647,2877,2770,1523,1494,2328,445,55,0,3277,246,246,1013,263,325,130,595,561,654,499,3578,5152,398,1567,49688,152,2111,0,709,1950,483,4911,590,"Census Tract 26.01, San Diego County, California",6,73,2601
5323,2815,2508,722,722,2671,672,128,0,3309,604,604,1182,312,116,71,1063,540,367,214,3012,4781,500,1174,46336,217,1780,7,681,1398,461,4487,479,"Census Tract 26.02, San Diego County, California",6,73,2602
5717,2562,3155,739,725,2501,1626,185,26,1588,1279,1309,168,1013,360,205,811,615,237,117,3746,5430,347,1110,63000,439,1795,73,528,2041,1137,4786,643,"Census Tract 27.02, San Diego County, California",6,73,2702
7366,3796,3570,1617,1617,3538,1422,17,0,3116,985,1028,852,605,328,242,916,1461,604,287,4900,7075,221,1075,68493,19,1857,11,594,2552,1200,6736,913,"Census Tract 27.03, San Diego County, California",6,73,2703
4107,2144,1963,1511,1489,1204,761,59,0,1154,515,515,497,709,308,119,431,618,268,287,3080,3922,158,410,48802,170,1472,14,268,1418,566,3863,563,"Census Tract 27.05, San Diego County, California",6,73,2705
5789,2703,3086,1063,1063,1988,650,55,0,2560,739,739,783,158,102,100,755,375,1213,390,3500,5323,528,1976,39536,62,3538,41,645,1464,224,4340,571,"Census Tract 27.07, San Diego County, California",6,73,2707
5279,2651,2628,1339,1339,1997,470,29,43,2374,935,973,690,332,212,33,546,799,343,408,3070,4996,500,1673,30764,275,2258,51,638,1442,446,4341,609,"Census Tract 27.08, San Diego County, California",6,73,2708
4693,2217,2476,247,224,2399,537,0,0,2946,887,887,448,267,118,121,675,472,366,283,2606,4479,455,2119,35288,300,1955,0,631,991,333,3831,588,"Census Tract 27.09, San Diego County, California",6,73,2709
4026,1721,2305,1255,1255,1403,560,72,0,1617,587,729,479,358,216,43,729,442,308,198,2762,3809,293,442,65125,128,1742,26,394,1216,379,3078,500,"Census Tract 27.10, San Diego County, California",6,73,2710
3322,1620,1702,818,811,1133,588,97,42,1233,503,523,380,293,93,102,359,612,118,100,1892,2973,91,305,63889,147,824,359,521,1383,336,2760,157,"Census Tract 27.11, San Diego County, California",6,73,2711
5865,3001,2864,675,668,1854,740,0,54,2453,1654,1654,686,631,258,130,830,885,511,177,3903,5536,385,1588,42961,353,1837,4,653,1772,492,5164,741,"Census Tract 27.12, San Diego County, California",6,73,2712
2976,1552,1424,325,314,2130,1764,0,88,532,77,77,105,197,56,115,130,109,0,0,724,2878,27,1293,41639,158,172,0,144,473,539,2905,178,"Census Tract 28.01, San Diego County, California",6,73,2801
4988,2639,2349,950,950,2737,2000,91,0,1409,496,496,295,919,278,332,541,687,558,174,3976,4815,115,479,59003,140,1589,219,434,1553,1114,4106,531,"Census Tract 28.03, San Diego County, California",6,73,2803
6093,2740,3353,487,487,4583,3821,176,0,1089,235,259,93,932,280,322,224,606,44,52,2794,5846,47,1667,81667,175,697,17,286,1631,1352,5685,313,"Census Tract 28.04, San Diego County, California",6,73,2804
6823,3186,3637,856,837,4186,3056,0,94,1893,592,700,389,809,302,806,527,938,336,91,3977,6464,74,1374,55506,352,1372,0,430,2035,1774,6393,435,"Census Tract 29.02, San Diego County, California",6,73,2902
4072,2368,1704,425,425,2404,1582,19,43,1656,285,289,525,532,334,239,428,889,224,71,2930,3781,91,425,77811,121,969,223,434,1701,1035,3649,255,"Census Tract 29.03, San Diego County, California",6,73,2903
10235,5036,5199,1132,1101,7281,6173,0,40,1696,1016,1047,268,845,142,436,609,601,45,15,2835,9814,303,4229,33481,548,1161,27,382,1085,1384,9560,359,"Census Tract 29.04, San Diego County, California",6,73,2904
4460,2429,2031,416,416,2799,2215,0,0,803,416,416,232,865,298,307,327,652,312,65,2983,4288,211,679,55161,129,647,0,490,1466,913,4172,589,"Census Tract 29.05, San Diego County, California",6,73,2905
5046,2498,2548,227,227,2076,779,26,151,2106,1549,1601,402,348,125,385,879,704,129,170,2993,4655,155,325,75859,204,536,579,595,1558,650,3960,387,"Census Tract 30.01, San Diego County, California",6,73,3001
5623,2379,3244,378,378,2733,1140,287,0,2973,941,980,710,751,360,181,860,715,285,240,3694,5288,176,844,75192,372,1106,65,574,1895,651,5039,553,"Census Tract 30.03, San Diego County, California",6,73,3003
5567,2881,2686,254,153,2808,364,0,0,4038,913,1173,690,248,201,149,910,782,424,417,3283,5121,294,1011,53952,413,1663,37,728,1663,515,4740,547,"Census Tract 30.04, San Diego County, California",6,73,3004
3971,2045,1926,182,182,1588,101,84,9,2585,1023,1036,849,272,292,132,698,778,262,113,2843,3771,183,461,59348,152,1078,28,390,1728,470,3408,440,"Census Tract 31.01, San Diego County, California",6,73,3101
6274,2958,3316,643,643,1980,648,0,17,2633,2081,2107,925,590,236,68,1152,1322,357,273,4307,5899,229,519,71963,258,1388,59,637,2518,777,5637,636,"Census Tract 31.03, San Diego County, California",6,73,3103
5461,2497,2964,408,408,2969,810,22,7,3745,372,372,1330,275,144,86,1251,821,500,370,3742,4956,71,675,75342,111,1393,8,584,2104,476,4941,368,"Census Tract 31.05, San Diego County, California",6,73,3105
5715,3017,2698,1354,1343,2181,1054,0,163,1839,1139,1152,478,598,525,206,911,1216,392,125,4285,5501,73,533,82633,224,1838,74,569,2355,757,5435,727,"Census Tract 31.07, San Diego County, California",6,73,3107
3696,1787,1909,468,453,1910,834,0,15,2108,165,165,762,345,162,59,611,673,244,142,2383,3302,96,294,93646,224,901,103,419,1306,456,3184,314,"Census Tract 31.08, San Diego County, California",6,73,3108
3857,1873,1984,2690,2669,431,310,0,22,592,166,166,73,541,294,67,650,1054,129,86,2934,3683,78,253,106786,155,1676,71,292,1828,516,3546,530,"Census Tract 31.09, San Diego County, California",6,73,3109
6801,3530,3271,1885,1700,3065,371,102,0,3537,901,901,527,730,327,40,906,902,369,369,3942,6252,527,1486,45948,185,1991,14,877,1900,595,6207,716,"Census Tract 31.11, San Diego County, California",6,73,3111
4087,1916,2171,810,810,1448,274,62,0,1917,748,869,392,516,322,57,514,777,237,144,2816,3838,184,213,82661,55,1073,23,567,1685,464,3860,451,"Census Tract 31.12, San Diego County, California",6,73,3112
4905,2605,2300,2701,2701,932,323,0,28,997,556,556,307,735,262,80,936,1041,276,134,3667,4759,142,309,88810,281,2161,54,402,2079,777,4190,701,"Census Tract 31.13, San Diego County, California",6,73,3113
3764,1840,1924,1957,1944,624,262,98,52,582,646,652,170,688,231,48,548,721,164,103,2646,3578,189,398,92838,157,1446,7,286,1379,545,3279,517,"Census Tract 31.14, San Diego County, California",6,73,3114
6337,3331,3006,2724,2520,2084,425,0,20,2367,917,917,254,564,727,102,1143,1046,298,267,4406,6034,495,1085,76929,233,2538,64,649,2552,721,5803,969,"Census Tract 31.15, San Diego County, California",6,73,3115
5649,2982,2667,1439,1230,2024,784,60,202,2081,969,976,435,353,536,79,767,1045,179,188,3296,4854,160,656,73966,279,1086,330,926,1824,548,4922,695,"Census Tract 32.01, San Diego County, California",6,73,3201
4525,2402,2123,444,431,2576,681,73,0,2925,415,422,484,214,215,138,931,730,582,241,3291,4294,136,345,70040,125,1098,93,436,1766,664,3740,593,"Census Tract 32.02, San Diego County, California",6,73,3202
3240,1692,1548,395,395,2117,1014,10,4,1596,173,210,446,544,195,187,614,672,104,49,2487,3119,27,308,90000,102,794,5,325,1470,618,3095,229,"Census Tract 32.04, San Diego County, California",6,73,3204
6288,3249,3039,1318,1206,3625,1732,19,32,3030,105,131,133,894,430,544,777,1350,361,269,5011,6111,72,149,106848,430,1455,153,433,2673,1093,5918,751,"Census Tract 32.07, San Diego County, California",6,73,3207
6995,3582,3413,1924,1906,2728,881,0,0,2266,943,943,191,601,368,54,1152,1266,323,295,4304,6814,285,1016,65868,220,1859,150,895,2065,843,6361,806,"Census Tract 32.08, San Diego County, California",6,73,3208
5547,2941,2606,2547,2518,1364,380,0,28,1447,951,1046,362,805,372,117,685,1312,368,123,4030,5428,123,276,69611,261,2106,0,548,2150,1128,5157,377,"Census Tract 32.09, San Diego County, California",6,73,3209
3332,1689,1643,409,409,1676,541,6,0,2029,178,207,513,469,223,35,414,586,212,157,2218,3166,70,104,79733,115,730,36,324,1393,666,2961,422,"Census Tract 32.11, San Diego County, California",6,73,3211
4244,2035,2209,1331,1295,1389,464,0,78,1624,351,351,415,611,352,54,612,858,196,46,2870,4068,87,246,101364,104,1268,12,446,1639,681,3752,318,"Census Tract 32.12, San Diego County, California",6,73,3212
3964,2049,1915,2049,2014,805,416,0,44,706,568,592,131,598,369,117,513,843,224,69,2876,3773,59,319,111042,38,1450,56,383,1704,635,3775,595,"Census Tract 32.13, San Diego County, California",6,73,3213
5143,2365,2778,1153,1153,1658,439,0,73,1756,1478,1478,505,689,456,182,795,853,356,137,3662,4785,207,279,65404,306,1592,202,577,2207,605,4735,536,"Census Tract 32.14, San Diego County, California",6,73,3214
3933,2067,1866,0,0,2271,148,14,0,2933,808,848,603,106,63,29,741,411,261,277,2081,3471,249,891,56065,122,1081,21,541,1325,179,3161,384,"Census Tract 33.01, San Diego County, California",6,73,3301
4411,2469,1942,189,166,2950,408,105,69,3275,479,479,428,273,202,80,740,342,515,260,2680,4093,314,1106,31150,145,1600,49,627,1549,371,3753,558,"Census Tract 33.03, San Diego County, California",6,73,3303
3714,2077,1637,614,599,1865,270,19,12,2246,377,377,433,173,194,34,425,412,281,271,2023,3443,303,828,39041,131,1307,16,547,1065,291,3178,375,"Census Tract 33.04, San Diego County, California",6,73,3304
7050,3943,3107,735,721,3856,336,34,0,4357,1606,1606,486,263,102,24,1056,1068,703,386,3811,6532,554,2269,38897,231,2293,0,981,2209,585,5558,886,"Census Tract 33.05, San Diego County, California",6,73,3305
6792,3495,3297,1381,1381,2543,1079,92,73,2154,1991,1991,542,813,432,262,963,1127,304,131,4503,6238,271,444,64167,522,1960,195,657,2883,1105,5832,964,"Census Tract 34.01, San Diego County, California",6,73,3401
3844,1694,2150,74,74,2902,529,0,0,2936,245,245,298,192,231,13,579,415,265,598,2595,3611,201,443,52455,63,1237,27,421,1348,289,3225,464,"Census Tract 34.03, San Diego County, California",6,73,3403
5232,2614,2618,688,688,3274,298,50,0,3380,742,752,290,247,206,61,783,641,263,794,3316,4967,225,1361,51473,290,2011,0,536,1966,457,4585,580,"Census Tract 34.04, San Diego County, California",6,73,3404
4433,2126,2307,55,55,3403,322,117,0,3683,220,237,389,33,104,55,532,576,340,651,2609,4062,213,1217,39412,329,1811,0,495,1485,196,3292,359,"Census Tract 35.01, San Diego County, California",6,73,3501
5114,2702,2412,48,48,2866,173,0,0,4530,276,288,1194,146,233,42,982,595,555,524,3538,4808,392,1355,37944,348,2246,51,589,1959,222,4056,775,"Census Tract 35.02, San Diego County, California",6,73,3502
3351,1670,1681,31,31,2498,79,0,0,2998,241,254,552,89,92,0,659,296,235,313,1887,3158,155,516,53485,149,1097,19,436,1195,245,2809,228,"Census Tract 36.01, San Diego County, California",6,73,3601
3520,1732,1788,81,81,2672,108,0,0,2977,218,226,302,147,183,24,665,362,211,310,2050,3199,135,419,56500,120,1215,62,471,1143,188,2944,408,"Census Tract 36.02, San Diego County, California",6,73,3602
3520,1875,1645,191,191,2634,182,0,8,2938,177,202,410,142,99,40,520,299,452,389,2068,3287,116,775,50787,170,1275,0,413,1213,262,2865,261,"Census Tract 36.03, San Diego County, California",6,73,3603
6029,977,5052,658,637,3376,2713,58,41,1346,1046,1106,522,448,218,93,462,903,0,0,2134,6029,0,0,-666666666,0,482,5904,0,1137,21,0,0,"Census Tract 38, San Diego County, California",6,73,3800
4539,1985,2554,40,40,3075,188,6,0,4033,208,223,605,42,133,41,730,476,333,473,2479,4204,309,907,45197,129,1759,0,637,1348,306,3605,312,"Census Tract 39.01, San Diego County, California",6,73,3901
4739,2196,2543,134,134,3707,203,0,0,4180,222,222,508,200,168,44,743,307,401,604,2776,4160,153,922,45229,294,1591,8,671,1316,202,3753,377,"Census Tract 39.02, San Diego County, California",6,73,3902
4552,2136,2416,161,145,3011,182,241,0,3999,191,218,736,114,198,9,855,459,463,511,2788,4275,337,832,40160,156,1700,0,547,1453,247,3757,610,"Census Tract 40, San Diego County, California",6,73,4000
4699,2222,2477,359,359,3378,2142,6,0,1437,654,654,195,1027,312,332,510,855,76,250,3517,4496,219,685,54337,89,987,403,393,1325,1357,3785,489,"Census Tract 41.01, San Diego County, California",6,73,4101
2359,1141,1218,47,47,1953,1104,26,0,1086,53,53,215,618,280,60,296,412,64,101,2014,2292,38,434,64712,187,722,32,78,690,355,2087,173,"Census Tract 41.02, San Diego County, California",6,73,4102
5925,2977,2948,185,185,4597,3430,27,0,1351,258,282,17,1465,259,685,341,821,160,261,4577,5360,104,232,127069,168,903,83,645,2681,2089,5400,501,"Census Tract 42, San Diego County, California",6,73,4200
3972,2107,1865,212,212,3282,2751,22,0,845,101,169,41,836,221,373,477,762,26,9,3016,3750,70,353,70463,226,269,68,332,1212,1043,3676,295,"Census Tract 43, San Diego County, California",6,73,4300
4129,1845,2284,135,105,3368,2535,12,36,1314,36,36,276,947,223,596,329,644,184,80,3189,3895,55,535,72132,134,566,32,346,1275,1397,3704,295,"Census Tract 44, San Diego County, California",6,73,4400
2423,1296,1127,128,116,1897,1081,26,0,1089,26,26,257,516,302,199,309,317,56,177,2071,2374,46,261,66996,64,522,18,145,663,838,1850,179,"Census Tract 45.01, San Diego County, California",6,73,4501
1967,974,993,38,29,1350,872,0,14,792,170,186,207,499,252,160,96,274,140,111,1713,1885,60,208,62372,87,499,40,101,605,579,1714,237,"Census Tract 46, San Diego County, California",6,73,4600
1646,770,876,19,19,1254,402,0,21,1107,70,99,35,246,114,80,183,254,34,106,1242,1582,46,245,54187,70,583,67,157,377,280,1211,333,"Census Tract 47, San Diego County, California",6,73,4700
3906,1528,2378,42,17,3144,459,0,10,3096,80,80,364,201,130,39,642,302,252,874,2702,3718,292,953,37462,199,1893,4,420,1175,347,2945,777,"Census Tract 48, San Diego County, California",6,73,4800
5431,2770,2661,137,137,3829,524,0,0,4300,440,455,512,204,231,120,912,472,593,563,3363,4989,226,1237,39967,297,1812,0,762,1888,406,4557,504,"Census Tract 49, San Diego County, California",6,73,4900
2285,1139,1146,54,54,1931,254,20,0,1942,35,47,154,45,63,24,539,266,222,164,1418,2079,80,427,47039,77,751,0,332,695,74,1888,120,"Census Tract 50, San Diego County, California",6,73,5000
1757,863,894,238,238,634,365,0,0,1012,102,156,667,130,87,80,118,354,205,51,1056,1582,146,275,50093,38,403,99,146,386,260,1451,192,"Census Tract 51.01, San Diego County, California",6,73,5101
3281,1265,2016,338,271,2477,2000,0,23,651,114,123,98,1252,250,614,154,488,75,16,3024,3193,189,567,72000,149,440,141,56,974,1465,3041,367,"Census Tract 51.02, San Diego County, California",6,73,5102
2637,1264,1373,116,116,1965,1045,15,54,991,388,388,56,251,136,84,276,456,306,215,1987,2493,175,1300,16889,132,442,0,215,410,176,2371,640,"Census Tract 51.03, San Diego County, California",6,73,5103
2856,1190,1666,361,361,1838,1476,0,0,731,196,350,151,652,117,285,341,593,27,101,2432,2771,129,472,66540,52,522,421,97,944,1015,2338,187,"Census Tract 52.01, San Diego County, California",6,73,5201
4474,1752,2722,272,236,2916,2332,92,0,984,662,679,51,1236,380,321,318,1120,73,115,3972,4311,573,1168,50136,242,671,429,155,1139,1268,3777,963,"Census Tract 52.02, San Diego County, California",6,73,5202
2386,1098,1288,213,213,1528,1217,45,0,601,176,176,26,791,68,326,62,592,65,50,2087,2328,321,385,64397,41,390,148,117,377,710,2094,231,"Census Tract 53.01, San Diego County, California",6,73,5301
3640,869,2771,246,246,2298,1750,12,6,1146,381,393,541,445,169,240,494,698,290,350,3189,3627,62,304,66836,0,1067,129,60,1244,445,1427,372,"Census Tract 53.02, San Diego County, California",6,73,5302
1708,684,1024,64,64,1289,1206,0,0,170,268,268,87,581,52,137,220,280,0,27,1496,1607,25,157,124550,25,154,26,79,545,817,1682,126,"Census Tract 54.01, San Diego County, California",6,73,5401
4066,2266,1800,635,635,2955,2743,0,328,264,68,68,52,1421,214,740,173,1004,0,0,3905,4066,145,507,111226,103,356,103,0,2103,1788,3843,348,"Census Tract 54.02, San Diego County, California",6,73,5402
2536,1237,1299,134,134,2080,2002,0,17,229,154,154,126,733,146,708,152,361,20,25,2492,2536,86,195,86133,252,337,88,0,1368,740,2334,251,"Census Tract 54.03, San Diego County, California",6,73,5403
297,63,234,11,11,141,106,8,0,97,70,70,62,6,11,0,26,51,0,0,94,297,0,0,-666666666,0,10,238,0,90,8,0,0,"Census Tract 55, San Diego County, California",6,73,5500
2432,1035,1397,327,327,1391,1159,36,0,522,190,191,18,695,100,262,273,235,55,73,2283,2323,255,388,55735,0,452,48,96,684,788,2166,446,"Census Tract 56.01, San Diego County, California",6,73,5601
2069,1049,1020,373,373,1504,1367,0,0,298,15,33,71,891,113,190,227,331,63,0,1950,2069,105,259,79173,59,562,59,0,635,907,1976,156,"Census Tract 56.02, San Diego County, California",6,73,5602
1569,873,696,193,182,864,760,32,11,337,162,172,161,233,89,182,171,390,70,62,1359,1555,53,437,49405,113,434,0,67,298,422,1375,360,"Census Tract 57, San Diego County, California",6,73,5700
1653,738,915,117,111,1328,1228,17,0,247,67,67,124,614,40,229,98,220,28,32,1319,1634,35,189,91215,95,432,37,53,425,905,1535,86,"Census Tract 58.01, San Diego County, California",6,73,5801
2459,1219,1240,276,264,1910,1600,0,0,456,14,41,107,1339,110,362,76,133,0,90,2363,2435,37,114,118578,79,351,23,19,639,1411,2327,223,"Census Tract 58.02, San Diego County, California",6,73,5802
3407,1631,1776,148,148,2701,2121,29,10,844,95,95,86,1060,176,363,217,695,101,23,2916,3360,127,303,74048,151,528,19,72,949,1202,3022,492,"Census Tract 59, San Diego County, California",6,73,5900
4115,2288,1827,554,554,3175,3081,0,0,316,67,67,51,1341,233,606,170,740,31,0,3639,3881,40,510,91771,52,665,25,169,1741,1411,4021,653,"Census Tract 60, San Diego County, California",6,73,6000
2302,1261,1041,137,126,1586,1268,36,0,554,129,150,38,708,117,173,71,421,41,35,1700,2186,67,132,83095,104,278,18,232,630,692,2148,132,"Census Tract 61, San Diego County, California",6,73,6100
46,0,46,0,0,42,36,4,0,6,0,0,0,0,0,0,0,0,0,0,0,46,0,0,-666666666,0,0,42,0,0,4,0,0,"Census Tract 62, San Diego County, California",6,73,6200
3443,74,3369,82,82,2634,2042,71,0,862,282,337,81,28,7,0,150,125,0,0,310,3443,0,0,-666666666,8,98,2915,0,299,63,0,0,"Census Tract 63, San Diego County, California",6,73,6300
3469,1323,2146,354,354,2362,2062,0,10,446,438,438,54,620,344,320,563,725,95,50,2939,3329,112,809,60682,267,605,39,160,901,616,3263,593,"Census Tract 65, San Diego County, California",6,73,6500
1820,926,894,122,122,1074,762,0,0,539,337,337,128,194,95,50,159,251,39,56,850,1392,31,231,51750,49,196,263,384,807,85,1466,65,"Census Tract 66, San Diego County, California",6,73,6600
3260,1710,1550,179,154,2093,1908,11,12,604,366,384,217,788,398,340,281,409,27,6,2572,3108,131,385,73396,90,334,62,353,900,1133,2852,376,"Census Tract 68.01, San Diego County, California",6,73,6801
5557,2293,3264,316,316,3974,3380,2,86,974,185,187,302,1228,385,405,457,1031,43,185,4073,5408,346,754,76038,181,994,215,416,1545,1460,4846,389,"Census Tract 68.02, San Diego County, California",6,73,6802
6061,3112,2949,338,306,4768,4552,20,20,534,18,18,186,1256,330,838,507,641,97,37,4165,5911,65,460,118318,96,415,71,783,2934,1922,5570,255,"Census Tract 69, San Diego County, California",6,73,6900
3031,1412,1619,172,172,2630,2442,0,0,188,172,172,20,784,115,555,227,251,59,52,2379,2944,0,232,152763,59,326,55,270,1707,876,2930,398,"Census Tract 70.02, San Diego County, California",6,73,7002
4756,2350,2406,27,27,4452,4270,0,0,252,112,112,139,1110,163,897,282,803,100,0,3977,4602,12,256,124300,36,276,93,326,2487,1417,4606,387,"Census Tract 71, San Diego County, California",6,73,7100
6024,3341,2683,259,253,5218,4646,8,7,790,79,87,72,844,81,632,258,436,56,0,2777,5672,0,242,144489,66,318,11,384,2093,1230,5941,341,"Census Tract 72, San Diego County, California",6,73,7200
